user_id,movie_id,target_score,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,total_watches,total_completes,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,user_interaction_count,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity
405,8184,2.8,963,382,307,21,76,124,10,138,33,0.65,"[3, 18, 12]",134,1983,"[21, 62, 30]",[11],1091,858,"[12, 14]",5.4,1991,83,France,True,True,66,50,43,387
164,3752,2.6,372,1198,91,176,34,130,269,14,11,0.39,"[14, 3, 12, 6, 17, 18]",77,1983,"[50, 90, 87, 36]","[9, 71, 25, 96]",1923,136,"[11, 4]",3.7,1991,163,UK,True,False,22,36,45,6184
117,7128,4.7,926,4,269,126,14,102,348,114,66,0.69,"[15, 7, 5, 9, 3]",175,1983,"[60, 8, 96]","[56, 47]",1043,526,"[6, 11, 16]",1.2,1991,161,Australia,True,True,90,34,91,7052
53,4382,4.4,371,882,370,18,49,250,94,197,176,0.55,"[6, 16, 2, 5, 3, 12]",97,1985,[22],"[21, 13, 3, 69]",2036,360,[18],2.9,1991,62,South Korea,True,False,91,29,82,2000
724,3305,7.3,1058,470,27,123,29,40,235,301,236,0.6,"[19, 18, 17, 16]",164,1991,"[60, 10, 27, 96]",[39],1461,344,[17],5.2,2005,124,USA,True,True,95,62,87,7518
543,6875,4.2,755,764,125,196,75,33,192,468,268,0.63,"[10, 3, 8, 4, 14]",151,2009,"[33, 69, 87]","[90, 16, 75]",2121,153,"[9, 6]",7.0,1993,93,France,True,True,48,92,72,8294
99,8371,4.4,3,1360,231,70,68,166,249,41,21,0.39,"[10, 13, 1, 15, 11, 3]",165,2001,"[64, 43, 31]",[96],2206,3,"[18, 8]",4.3,1988,95,Australia,True,True,2,85,16,6997
430,1409,4.5,182,706,347,172,9,198,294,315,58,0.56,"[16, 2, 9]",175,1997,"[15, 77, 89]","[37, 74, 24, 31]",2099,179,"[14, 3]",8.7,2019,61,UK,False,False,67,38,21,5244
392,4709,5.5,608,1868,101,176,74,12,788,270,245,0.39,"[7, 11, 19, 6, 12]",94,1993,"[86, 78, 93]","[15, 31, 25]",3534,500,[14],7.7,2003,176,France,True,True,32,24,36,6804
673,4571,5.6,1018,1687,242,123,20,27,315,117,72,0.38,"[4, 17, 18, 9, 3, 8]",168,1987,"[93, 80, 55, 41]","[37, 46, 47, 94]",2603,832,"[6, 17, 9]",1.2,1993,180,France,False,False,77,52,39,6077
349,3693,3.8,444,1055,96,101,74,118,5,444,320,0.59,"[3, 4, 16]",82,1987,"[73, 70]","[94, 3]",2213,83,[1],8.3,2007,140,India,False,False,22,86,26,8796
596,4859,7.8,222,499,482,196,93,220,693,138,15,0.55,"[19, 11, 2, 12, 16, 17]",125,1999,[38],"[63, 31, 46, 5]",2336,219,[17],8.1,1999,135,Australia,False,True,50,29,24,2703
846,9535,7.5,11,456,171,37,93,47,509,322,293,0.56,"[4, 19, 6, 3]",91,1981,"[10, 3, 20]","[11, 79, 3, 46]",1928,3,[9],5.1,2020,133,Spain,True,False,49,18,32,3554
203,8476,1.4,535,1635,440,70,41,259,159,312,165,0.48,"[13, 7, 16, 18, 4]",88,1980,[29],[35],3081,395,[13],7.0,1989,90,France,True,False,32,96,83,765
140,4861,4.4,705,105,249,169,92,257,104,274,253,0.84,"[4, 10, 13, 12, 7]",165,2006,"[58, 6]","[5, 81, 34, 99]",1503,138,"[16, 7, 15]",7.3,1985,92,Germany,False,True,42,45,95,4304
37,1945,6.6,116,997,157,200,99,295,1,294,46,0.57,"[13, 4, 8, 12]",131,1986,"[13, 39, 70]","[80, 39, 8]",2089,79,"[17, 13]",4.0,1980,130,France,False,False,35,86,35,9789
165,3421,5.1,504,35,23,20,96,167,136,91,78,0.67,"[10, 1, 3]",105,1981,"[56, 22, 76, 92]","[22, 3, 13]",646,150,"[4, 15, 5]",8.0,1982,135,France,True,False,23,24,4,8483
296,6955,4.1,227,1464,122,114,19,106,40,367,359,0.52,"[8, 11, 16, 4, 18, 17]",109,1984,"[60, 33, 74, 64]","[27, 96, 88]",2591,172,[11],5.8,1995,163,Italy,False,False,16,41,35,1726
912,7253,6.4,588,4,276,131,37,285,774,207,187,0.58,"[14, 9, 4]",178,1999,"[95, 20, 47]",[73],1901,241,"[7, 8, 16]",4.0,2011,133,India,True,True,42,46,3,8670
279,6125,3.6,712,1285,164,180,84,92,617,199,88,0.42,"[16, 2, 9, 19]",112,2012,[78],"[51, 71, 31]",2709,7,[12],1.9,2013,90,France,False,True,24,59,47,5943
247,6889,6.1,413,1179,125,97,69,115,306,18,4,0.36,"[4, 1, 9]",104,1999,[81],"[50, 4, 51]",1913,220,[10],6.7,1993,62,South Korea,False,False,56,26,40,9886
461,1767,6.9,390,1177,20,66,45,172,652,151,49,0.31,"[6, 8, 7, 3, 10, 11]",160,1993,[90],"[88, 10]",2332,370,"[4, 19, 2]",3.0,2011,120,Germany,True,True,58,95,64,9159
965,5807,5.9,881,1353,259,76,25,100,90,221,82,0.45,"[18, 7, 8]",175,2014,[85],"[63, 18]",2206,522,"[2, 4, 9]",1.5,1999,85,South Korea,True,False,49,80,67,9852
878,1178,4.9,998,752,369,132,1,46,344,394,118,0.55,"[17, 10, 14, 5, 19]",62,1982,"[24, 29]",[21],2156,183,[5],4.4,2014,175,Spain,True,True,63,30,65,5813
846,1260,6.4,956,1385,473,96,11,154,163,197,107,0.49,"[10, 19, 8, 14]",123,2010,[33],[12],2586,869,"[2, 19, 6]",6.8,2005,174,France,True,True,42,85,76,7808
347,1991,5.9,440,907,250,193,74,35,6,185,59,0.6,"[6, 12, 14, 18, 7, 4]",174,1993,"[26, 33, 25, 40]",[80],1709,47,[1],9.3,1990,92,Canada,True,True,17,58,60,6152
558,5706,5.4,968,610,56,24,16,257,318,256,146,0.44,"[3, 16, 6, 18]",92,2020,"[10, 91]","[8, 85, 95]",1683,303,"[18, 3]",2.8,2010,74,Spain,True,False,68,38,98,9636
901,6902,9.3,632,627,179,165,44,1,604,238,61,0.47,"[7, 2, 17, 16]",65,1994,"[91, 36]","[76, 70]",1919,89,"[5, 16, 2]",3.6,2008,140,India,True,False,40,40,50,3433
582,9630,6.4,249,201,42,3,9,190,130,428,84,0.56,"[17, 3, 12]",173,2017,"[70, 69, 10]","[26, 55]",1087,64,"[13, 2]",5.6,2015,82,Germany,True,True,48,13,10,4037
371,4650,6.0,921,428,40,120,51,279,674,52,3,0.37,"[7, 6, 9]",120,1983,"[25, 8, 66, 13]","[11, 36, 24]",1647,20,"[12, 15]",9.5,2001,147,France,False,True,57,98,30,3174
378,2863,4.6,919,185,490,95,94,288,75,215,100,0.78,"[11, 3, 15, 5, 13]",131,2004,"[20, 10, 99]","[56, 7]",1542,544,"[3, 10]",9.4,1990,172,Canada,True,False,43,26,13,9244
801,8586,6.8,683,1752,5,7,66,166,743,115,66,0.26,"[9, 6, 1]",159,2009,"[89, 14, 90, 79]",[81],2920,275,"[18, 14, 11]",7.6,2024,70,Germany,True,True,72,64,3,8575
868,6995,4.5,996,867,451,82,55,241,50,345,294,0.64,"[14, 16, 11, 4, 12, 7]",130,1991,[26],"[19, 84, 67]",2385,69,"[10, 2]",1.6,2001,177,France,True,False,3,52,66,9587
865,5705,5.2,1004,556,261,14,71,164,119,357,129,0.58,"[14, 15, 12, 18, 11, 2]",149,2004,"[38, 4, 18]","[13, 26]",1671,205,[13],6.0,2019,143,India,False,False,60,13,29,5786
68,3362,5.1,299,1499,138,161,7,89,226,265,227,0.46,"[2, 7, 4, 10]",153,2009,"[7, 36, 1, 74]","[90, 24, 95, 55]",2612,87,"[6, 5, 12]",8.0,2016,160,Italy,True,False,55,22,16,90
817,7564,3.7,83,812,237,94,35,297,663,7,5,0.38,"[7, 1, 8, 15, 6, 11]",90,2010,"[48, 89, 8]","[1, 92]",2150,56,"[5, 9, 17]",2.1,2008,178,USA,False,False,63,20,75,4891
37,3832,5.3,552,299,0,42,88,271,550,285,86,0.45,"[19, 15, 16, 1]",158,2015,"[61, 5, 9, 41]","[96, 39]",1621,459,"[10, 8]",1.8,1988,139,South Korea,True,True,13,3,28,6618
151,9867,7.7,1018,1624,301,131,27,55,708,441,263,0.44,"[18, 2, 8]",159,1997,"[4, 59]",[39],3550,25,"[7, 2, 11]",7.7,1999,104,USA,True,False,82,46,88,9814
672,9916,3.5,900,1119,450,39,21,97,175,404,275,0.56,"[9, 6, 11, 1, 5, 7]",95,2009,[90],"[38, 18, 50, 47]",2580,265,"[10, 2, 14]",4.9,1985,176,Canada,False,False,4,11,9,7093
104,4193,7.0,839,934,203,45,94,51,23,299,204,0.57,"[14, 6, 3, 13]",131,1997,"[24, 94, 3, 21]",[49],1853,55,[10],1.6,1982,177,South Korea,True,False,33,28,24,9586
152,4453,2.6,807,252,362,125,22,141,777,234,232,0.57,"[16, 7, 3, 19]",64,2007,[40],"[50, 19, 3]",2145,763,"[10, 19]",7.6,2010,69,South Korea,True,False,88,62,26,4613
475,1929,4.4,159,1977,223,169,48,159,611,67,1,0.34,"[2, 7, 17, 8, 14, 10]",97,1991,"[15, 96, 29, 94]","[19, 39, 63]",3255,60,"[10, 5]",2.2,1988,100,Australia,True,False,93,38,7,463
806,8819,5.6,745,630,209,101,27,246,81,416,256,0.63,"[3, 5, 2]",109,1993,"[46, 64]","[82, 75, 79]",1966,440,"[9, 15, 11]",9.1,2009,105,Spain,False,False,85,55,64,6178
939,9416,6.5,571,435,85,77,99,72,165,56,27,0.52,"[12, 7, 5, 10, 19]",96,2024,"[16, 40]","[13, 2, 3, 37]",1016,13,[11],9.5,1982,167,USA,False,True,98,80,72,3144
610,6864,3.0,176,1856,116,123,52,180,209,317,234,0.44,"[2, 11, 15]",128,1993,"[12, 3, 70]",[64],3087,138,[19],4.0,2022,179,Germany,False,False,48,15,27,7041
682,2934,5.5,682,658,1,48,12,74,775,357,49,0.33,"[11, 12, 18, 6, 15]",94,1984,"[15, 56, 51, 44]","[28, 49, 6]",1974,600,"[3, 4, 16]",7.9,1993,76,Japan,True,True,20,89,46,3294
594,4842,4.4,320,1340,214,86,9,159,558,61,55,0.35,"[4, 10, 14]",130,2011,"[49, 15]",[64],2482,37,"[1, 6]",2.1,1993,129,France,False,True,27,47,42,9568
121,5224,7.8,416,1765,413,199,9,94,317,101,32,0.43,"[13, 19, 5, 4, 16, 12]",163,2004,"[11, 43]","[76, 36]",2930,412,[13],1.0,1998,113,UK,True,True,44,92,71,4509
930,6731,4.5,127,982,151,132,13,103,701,96,47,0.36,"[7, 8, 14, 9]",68,2008,"[15, 65, 4]",[58],2225,4,"[12, 18]",2.3,2000,93,Japan,True,False,72,96,49,1445
832,7496,4.5,422,1438,377,152,7,246,130,289,128,0.5,"[13, 8, 19, 14, 7]",116,1992,[28],"[96, 23, 89, 67]",2767,22,[7],5.9,2009,102,France,False,True,16,86,11,2975
166,1305,3.9,912,1048,423,190,98,76,545,454,261,0.57,"[12, 14, 19]",155,2019,"[2, 38, 7, 23]","[37, 40, 59, 60]",3095,175,"[9, 18]",1.7,1995,103,Australia,True,True,35,96,37,2141
683,4147,5.3,798,802,358,37,54,100,555,360,75,0.46,"[4, 5, 10, 16]",178,2024,"[36, 46, 33, 47]","[92, 88, 91, 2]",2341,28,"[4, 18, 14]",5.5,2004,106,South Korea,True,False,77,77,40,8457
508,2904,5.1,256,1237,41,162,15,300,269,56,53,0.39,"[13, 10, 18, 15]",120,1990,[16],"[40, 6, 94]",2133,178,"[15, 1]",6.0,1992,71,India,False,True,61,84,19,5781
271,3033,3.0,740,1253,478,23,22,277,622,289,190,0.45,"[6, 4, 16]",175,1999,"[57, 48, 55]","[51, 44]",3154,334,"[7, 16, 1]",3.7,1982,150,Canada,True,False,98,16,84,2671
951,2038,6.9,449,753,263,30,99,123,789,474,315,0.5,"[11, 3, 14, 6, 12, 5]",107,1989,"[5, 47, 65]","[23, 30, 98, 47]",2846,439,"[17, 19, 11]",8.0,2002,80,Canada,True,False,62,5,24,5979
862,8019,5.4,78,602,373,128,92,231,182,430,401,0.7,"[6, 17, 13]",117,1995,"[84, 47]","[59, 4]",2439,42,"[7, 5, 19]",1.5,2020,69,Australia,True,False,46,62,56,3095
708,7323,7.8,867,1735,428,121,34,285,756,192,52,0.39,"[10, 16, 2, 8, 11, 1]",87,2006,"[32, 67, 55, 86]",[17],3603,651,"[17, 15, 4]",7.1,2001,179,Japan,False,True,43,29,98,1093
752,5411,4.0,253,321,236,69,53,29,10,125,112,0.74,"[3, 1, 12, 6, 13]",127,2008,[31],"[12, 62, 76]",955,115,"[19, 15, 9]",4.0,1981,137,Australia,True,False,35,85,34,825
100,4122,4.2,666,1281,171,46,33,15,140,485,224,0.49,"[2, 4, 12, 3]",74,1994,[66],"[77, 45]",2395,337,[3],7.9,2020,139,Italy,True,False,17,19,97,3360
926,2443,3.2,445,1756,487,196,49,196,478,6,5,0.42,"[13, 1, 14]",66,2001,[92],"[38, 4, 46, 13]",3173,250,"[8, 6, 9]",1.2,2024,155,UK,False,False,6,59,80,332
757,7302,7.9,300,887,55,89,85,183,160,79,37,0.43,"[3, 8, 9]",70,1998,[18],"[94, 71, 73, 18]",1575,149,"[18, 8]",4.0,2020,82,Australia,True,True,93,84,79,6717
774,5143,2.8,831,1288,434,70,56,26,621,436,110,0.45,"[12, 16, 14]",102,2016,[24],"[77, 96]",3041,523,"[9, 7]",1.0,2021,148,Japan,False,False,59,65,34,4103
900,9842,6.7,635,1687,168,175,4,76,569,216,3,0.35,"[3, 17, 8]",116,2006,[5],[70],2898,396,[8],5.3,1983,74,UK,True,False,59,1,66,4385
416,6594,7.1,963,183,498,177,8,288,696,402,169,0.62,"[3, 1, 9]",106,2023,"[52, 46]","[10, 53]",2421,138,"[3, 10]",8.2,1991,147,USA,True,True,69,66,70,8537
919,9065,2.9,912,327,91,129,47,166,439,403,296,0.62,"[3, 9, 8, 12]",96,2014,[93],[93],1898,170,[5],5.2,1984,135,India,True,True,58,61,58,4047
676,9548,6.1,653,449,106,84,69,160,117,355,177,0.63,"[10, 9, 2]",145,1981,"[34, 56, 61, 18]","[76, 59]",1517,595,"[3, 4, 17]",9.7,1989,72,USA,False,False,99,98,88,526
229,4429,5.4,898,832,303,183,52,244,732,127,33,0.45,"[9, 13, 18, 1, 15]",164,2011,[23],"[28, 97, 64, 17]",2506,480,"[1, 12, 15]",2.1,1989,74,Spain,False,True,78,50,87,6325
175,5871,6.2,814,664,378,175,37,148,403,421,1,0.55,"[17, 19, 11, 8, 3, 2]",139,1984,"[25, 94]",[36],2227,556,[4],5.3,2000,86,France,False,False,33,45,96,231
921,8220,4.7,198,1908,110,23,54,197,786,385,147,0.34,"[16, 2, 18]",67,1994,"[57, 76]",[33],3610,104,"[5, 4]",2.2,1982,114,India,False,True,48,87,97,8202
54,9553,5.1,1026,898,414,36,35,76,63,244,84,0.54,"[1, 18, 15, 17]",78,1989,"[77, 55, 100, 51]","[29, 36, 80, 41]",1850,24,"[14, 2, 3]",7.6,1982,65,Japan,False,False,98,35,74,1104
147,5253,3.8,904,1473,308,81,18,207,94,247,31,0.43,"[16, 2, 14, 8, 17, 12]",151,2010,"[4, 9]","[33, 70, 84, 41]",2459,67,"[3, 8]",3.0,2022,101,Japan,True,False,27,33,71,1475
658,1572,6.8,801,235,342,85,31,122,7,175,142,0.8,"[18, 16, 13]",81,1998,[36],"[49, 12, 4, 9]",1139,581,"[3, 12]",7.7,1984,161,Spain,True,True,92,20,74,8879
18,2303,3.7,158,146,287,122,71,185,58,491,116,0.79,"[10, 7, 13, 3, 16, 6]",68,1998,"[98, 85]","[13, 68, 78, 87]",1476,142,[10],1.6,1990,68,Canada,True,True,28,70,59,3388
617,9114,6.0,735,465,239,190,59,188,446,486,379,0.66,"[4, 1, 10, 12, 3]",64,2010,"[99, 44]","[96, 1, 25]",2452,473,"[9, 10]",7.2,1992,90,USA,False,False,47,20,92,2214
266,3029,1.6,187,1540,200,188,25,75,359,451,161,0.47,"[4, 8, 7, 17, 15, 11]",87,1980,"[55, 13, 81]","[14, 10]",2999,61,"[8, 16, 5]",9.5,2024,171,Spain,False,True,66,24,96,2043
529,3510,4.5,62,1172,281,55,84,25,519,246,149,0.44,"[8, 7, 2, 3]",84,2013,[81],"[3, 21, 98, 66]",2531,61,"[19, 14, 17]",6.7,2014,75,France,True,True,98,41,83,8508
675,4043,6.0,893,74,234,104,71,253,582,26,5,0.52,"[10, 14, 9, 17, 3]",178,1992,"[74, 68, 93]","[35, 66, 4, 89]",1349,513,"[16, 1, 5]",6.2,2011,176,Italy,False,True,20,82,34,9083
195,4084,6.8,221,1834,318,100,45,260,384,213,173,0.42,"[9, 2, 8]",166,1997,"[44, 36, 42]","[54, 59]",3327,86,"[6, 14, 7]",3.0,2002,147,Australia,True,True,10,61,46,9717
383,7176,4.9,1064,1913,299,15,67,179,481,62,3,0.32,"[2, 13, 4, 17, 5, 14]",61,1991,"[85, 28]","[76, 54, 2]",3019,550,"[17, 11]",8.7,1991,82,South Korea,False,True,77,86,39,4730
546,1574,3.7,224,582,165,112,95,161,451,206,133,0.52,"[14, 7, 19, 1]",141,1982,"[30, 83, 7, 29]","[46, 79, 90, 98]",1905,127,"[15, 9]",4.8,1996,87,Germany,False,True,73,91,88,7479
200,1796,6.4,596,1528,45,196,60,68,700,249,179,0.4,"[14, 8, 4, 12, 17]",155,1996,[98],"[51, 16]",3025,233,[11],7.7,2000,171,Canada,False,True,22,27,11,753
381,8182,3.6,595,37,383,178,11,46,530,214,100,0.68,"[16, 6, 13, 8]",155,1999,[11],[37],1499,138,"[15, 9, 4]",5.9,1984,165,Japan,True,False,11,83,46,1691
277,8344,4.3,430,1220,134,110,29,190,457,375,53,0.41,"[18, 7, 11, 9, 8, 4]",167,2009,"[43, 59, 15]","[89, 58, 24]",2568,408,"[15, 7]",2.1,2024,143,South Korea,True,False,10,17,32,3115
960,7528,3.4,328,898,125,150,87,231,462,339,10,0.45,"[4, 9, 11, 14, 2]",87,2005,"[25, 20, 32]","[73, 97, 5]",2302,113,[5],9.0,2009,117,Italy,False,False,93,65,37,614
471,8977,3.9,835,9,35,173,73,207,733,213,168,0.57,"[15, 7, 6, 16, 19, 9]",146,1992,"[82, 92, 5, 100]","[75, 67, 77, 6]",1611,728,"[18, 6, 1]",5.5,2016,125,Germany,True,True,2,14,97,3100
733,7133,3.4,776,1587,202,123,36,129,329,210,176,0.43,"[6, 5, 11, 1]",106,1999,"[60, 95, 67, 85]","[65, 72, 2]",2792,268,"[11, 9, 16]",3.6,1980,63,Canada,True,True,39,29,85,7418
252,6158,4.5,945,1881,91,168,34,80,548,282,151,0.38,"[19, 13, 14]",100,2011,"[68, 88]","[30, 81, 60]",3235,887,[6],9.4,1980,122,Canada,True,False,74,87,70,781
668,6932,4.4,73,345,328,176,10,121,800,432,373,0.6,"[15, 18, 1, 2]",109,2014,"[2, 79, 88]","[36, 19, 74, 30]",2585,30,"[12, 2]",4.9,2017,84,Canada,True,True,89,91,94,8687
864,5710,2.5,207,1048,189,81,84,248,56,143,31,0.47,"[14, 9, 1, 13]",95,1986,"[14, 16, 66]","[24, 22]",1880,1,[8],7.0,1990,155,South Korea,False,True,10,4,17,4009
949,6561,3.6,1039,579,95,126,29,162,37,88,17,0.53,"[9, 3, 13]",168,1985,[89],[77],1133,247,[5],9.7,1980,102,South Korea,False,False,85,23,85,8850
640,2797,2.1,960,1614,275,22,62,208,247,11,10,0.35,"[4, 19, 12]",95,1993,[56],"[7, 11, 86, 38]",2449,621,[10],7.1,2015,126,Canada,True,False,34,86,45,6233
444,6090,5.4,754,1327,353,171,72,104,624,233,33,0.44,"[5, 2, 11, 13, 6]",112,2024,"[80, 92, 13, 98]","[57, 10, 19, 60]",2917,149,"[1, 4]",3.1,2002,133,Australia,True,False,26,32,84,2704
888,7392,4.1,1044,1974,282,111,14,294,187,482,476,0.51,"[5, 19, 12]",96,1982,"[2, 19, 52]",[55],3820,968,"[9, 11, 2]",1.9,2007,155,India,True,True,44,70,34,8492
563,6887,2.5,134,1843,242,9,43,222,308,313,236,0.41,"[16, 5, 4]",81,2005,[41],"[29, 35]",3216,73,[7],5.9,1993,62,South Korea,True,False,77,59,65,8353
516,5211,6.1,699,88,329,92,51,132,346,314,268,0.73,"[7, 9, 18]",66,2001,"[56, 46, 94]","[11, 75, 61]",1620,157,"[8, 12, 2]",3.3,1998,156,India,False,True,97,88,3,9714
773,7722,6.1,1078,148,427,25,57,292,291,475,456,0.74,"[9, 5, 6, 8, 3]",139,2020,"[86, 65, 59]","[20, 57, 77]",2171,432,"[8, 1, 9]",6.5,2000,165,India,False,True,73,39,57,8707
14,5839,5.5,689,1554,82,89,13,84,107,61,55,0.34,"[13, 6, 8, 4, 2]",115,2004,"[48, 50, 29]","[29, 1, 7, 88]",2045,578,"[7, 19, 11]",6.2,1982,70,Italy,False,False,2,59,86,5982
349,1223,7.6,299,399,369,173,78,196,152,188,121,0.71,"[9, 4, 13, 18, 17, 14]",173,2007,"[54, 88, 51]","[60, 52, 40]",1676,259,"[7, 8]",4.4,2001,125,Spain,True,False,15,11,8,6921
913,4535,4.5,833,464,159,72,25,216,615,469,88,0.47,"[3, 12, 14, 6, 18]",127,1993,"[77, 99, 37, 57]","[81, 38, 9, 64]",2108,159,[8],4.7,1983,74,USA,False,False,62,50,99,739
439,8030,3.1,743,1251,369,138,80,28,642,347,201,0.49,"[17, 10, 13]",98,2015,"[49, 1, 67, 86]","[58, 51, 40]",3056,317,[7],8.7,1992,144,Canada,False,True,69,100,56,6631
420,8085,7.8,794,1941,172,111,53,234,237,310,28,0.38,"[2, 16, 6, 18, 11, 8]",156,1990,"[53, 48]","[53, 10, 34, 59]",3086,766,"[12, 16]",6.7,2006,92,USA,True,True,51,15,92,2083
609,1205,6.0,179,881,138,137,91,94,432,49,19,0.42,"[1, 11, 16]",125,1984,"[27, 67]",[63],1841,117,[8],7.7,2002,110,Spain,False,True,44,25,32,659
707,1900,4.7,375,1265,280,154,46,213,759,292,44,0.41,"[2, 7, 1]",180,2014,"[46, 68, 50, 28]",[34],3053,158,"[9, 4]",9.4,1984,110,Spain,True,True,1,51,26,5371
804,9822,3.1,1055,1054,287,1,40,244,268,445,348,0.53,"[12, 17, 9, 2, 3, 5]",157,2017,"[65, 59]",[28],2687,41,"[5, 15, 8]",4.0,1998,156,France,False,False,70,96,100,381
406,4201,6.2,154,1433,180,173,56,265,174,424,151,0.5,"[13, 14, 8, 18, 4]",66,2002,[18],[53],2856,71,"[19, 14]",3.1,1985,118,Germany,True,True,72,46,51,9026
338,3834,5.8,70,553,104,30,54,78,624,90,25,0.33,"[13, 6, 4, 8, 5]",164,1992,"[48, 58]",[100],1558,32,[11],5.4,2019,76,UK,True,False,1,49,65,3063
412,6290,4.1,635,1803,390,59,15,25,481,203,163,0.4,"[16, 1, 18]",158,2023,"[6, 71, 74, 56]","[40, 34, 30, 83]",3139,336,"[8, 9, 12]",9.6,2011,177,UK,False,True,47,84,83,6974
769,6613,5.2,162,1403,83,54,8,92,194,11,3,0.29,"[16, 6, 14, 10, 8, 4]",65,2014,[53],[26],1848,63,[7],7.5,1997,76,USA,False,True,65,93,79,5626
644,5331,6.2,158,1076,368,142,94,114,598,81,9,0.44,"[10, 8, 13]",123,2015,"[68, 58, 30]","[96, 88]",2482,111,"[13, 16]",4.9,2005,127,Canada,True,True,4,95,63,3420
238,1769,4.8,1040,34,268,132,21,190,688,230,7,0.53,"[9, 11, 12, 19, 3]",131,1995,"[82, 66, 70]","[81, 33, 23, 13]",1570,700,"[9, 8, 2]",4.1,1998,147,Australia,False,True,1,16,67,6972
785,4542,5.9,770,1561,390,108,100,4,29,441,387,0.58,"[6, 16, 2, 8, 10]",112,2001,"[95, 68, 81]","[81, 26, 88]",3020,463,"[1, 12, 7]",9.4,2006,89,France,False,True,89,50,64,8237
357,1650,6.6,269,759,263,47,33,297,110,146,139,0.53,"[18, 15, 9]",101,2016,"[13, 84]","[13, 100]",1794,88,"[17, 16]",4.5,2013,111,South Korea,False,False,9,71,36,1356
782,7284,6.4,640,61,167,102,52,99,132,210,45,0.76,"[14, 7, 2, 6, 13]",103,2023,"[70, 95, 54, 44]","[43, 62]",868,122,"[13, 15]",9.1,2007,167,USA,True,True,13,15,82,2726
921,7861,5.5,544,1115,347,89,8,210,525,104,88,0.42,"[16, 14, 5, 2]",125,1989,"[63, 15]",[48],2486,104,[6],2.8,2024,137,Japan,True,False,58,91,32,2495
984,6175,4.0,201,872,68,88,73,199,762,314,228,0.43,"[17, 12, 3]",75,1997,"[57, 60, 16, 50]","[15, 89]",2604,27,"[7, 17, 2]",6.3,2005,78,India,False,False,100,15,12,8494
858,6937,4.9,268,1313,365,11,85,262,230,170,169,0.47,"[10, 7, 12, 19, 1, 14]",178,2012,"[100, 71, 38]","[1, 39]",2605,223,"[9, 6, 17]",5.5,2009,145,Italy,False,False,41,30,97,8531
689,3389,5.2,629,1764,407,51,95,103,500,104,24,0.38,"[13, 10, 2, 4]",136,2020,"[40, 37, 72]",[99],3048,90,[17],3.7,2009,89,Italy,True,True,12,41,61,8304
809,7643,5.5,642,1382,453,130,57,14,36,61,36,0.5,"[13, 6, 10]",114,2003,"[9, 81]","[20, 46]",2169,152,[9],3.6,2009,113,Canada,True,True,55,54,45,4266
451,2175,4.6,97,1689,26,144,47,186,495,397,180,0.4,"[17, 19, 5, 11]",159,2024,"[72, 33, 89, 27]","[12, 14, 61, 83]",3164,9,"[18, 12, 13]",6.6,2024,68,Australia,True,False,43,65,98,1448
531,6382,3.8,548,1031,331,118,8,294,372,244,20,0.46,"[13, 6, 4, 1, 16]",166,1981,"[63, 91, 9]","[6, 56, 84]",2418,59,"[17, 11]",8.2,1982,163,USA,True,False,1,70,54,1036
178,3110,4.9,445,1630,493,129,24,228,664,216,35,0.41,"[4, 9, 16, 1]",71,1989,"[88, 3, 96, 48]","[91, 90, 21, 80]",3419,242,"[13, 6]",9.1,2004,77,USA,True,True,38,19,14,4120
515,5618,4.7,225,1128,9,51,15,200,704,266,168,0.35,"[12, 3, 7, 19]",178,2012,"[87, 55]","[64, 94]",2541,21,"[17, 19]",8.8,2013,175,Canada,False,False,88,80,16,9958
153,6291,4.5,405,266,283,132,20,115,633,93,90,0.52,"[11, 10, 3, 7, 15, 9]",120,1983,"[41, 37, 4]","[89, 39, 63]",1632,391,"[7, 6]",3.7,1987,177,Germany,False,True,62,5,21,4904
484,8450,4.3,941,1157,215,126,96,182,757,104,88,0.4,"[1, 19, 9, 11, 13, 5]",103,2011,"[18, 64, 48]","[60, 28]",2725,527,[6],9.1,2024,133,Italy,True,False,19,33,40,4488
298,6810,6.8,496,1223,83,11,7,296,98,397,73,0.4,"[17, 12, 8, 10, 18]",179,1983,"[77, 63]",[66],2188,214,[17],10.0,2018,120,USA,False,False,5,10,27,8094
624,6375,4.1,259,814,35,1,42,292,645,307,124,0.36,"[18, 1, 10]",145,1999,"[78, 37, 4, 42]",[95],2260,135,[11],6.3,2018,61,Spain,True,True,43,54,82,2640
60,2924,5.0,203,1650,53,158,80,186,250,225,38,0.39,"[15, 16, 9]",60,2015,"[61, 74, 57]","[85, 28, 10]",2640,125,"[10, 11]",9.5,1984,113,France,True,True,89,83,76,8662
869,9998,2.9,216,1130,280,106,70,70,787,282,251,0.46,"[16, 4, 15, 6, 11]",159,2023,"[7, 88]","[44, 89, 45, 61]",2976,209,"[4, 13]",3.8,2015,92,UK,True,True,5,94,80,3347
431,3517,4.9,877,352,315,128,30,213,798,43,37,0.46,"[3, 1, 6, 17, 10]",111,1992,[23],"[40, 97, 77, 84]",1916,500,"[2, 8, 3]",4.1,2020,173,Canada,True,False,41,83,68,1394
