user_id,movie_id,view_count,liked,saved,shared,comment_count,search_count,interaction_count,target_score,last_interaction,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,interaction_count_user,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity
303,47,11,False,False,False,1,5,17,3.2,2025-06-18,1075,52,9,67,24,43,137,1.05,Action|Comedy|Animation,161,2017,46,25|68|51,348,47,Adventure,6.2,2004,126,India,False,False,22,13,36,2125
12,4,4,True,False,False,2,4,11,3.2,2026-02-17,829,461,52,30,8,33,187,0.85,Action|Crime,89,1998,46|32,75|34|46,64,372,Western|Music,5.0,1989,91,Korea,False,False,37,71,43,3184
351,130,14,False,False,False,0,2,16,3.0,2025-12-19,1157,466,21,62,30,89,61,0.48,Western|Family|TV Movie,99,1994,31|51|11,12|39|8,191,684,Romance,8.9,1982,144,UK,False,False,47,32,21,2707
433,164,0,False,False,False,3,5,8,2.0,2025-11-21,581,28,103,61,37,29,123,1.12,Action|Horror,130,2025,8,22,459,667,Documentary|Family|Horror,9.3,2006,96,India,False,False,48,9,49,3114
27,198,9,True,False,False,2,1,13,3.9,2025-04-11,401,106,21,0,23,125,104,1.37,Western,105,1987,48,63,119,183,TV Movie|Western,9.7,2019,86,USA,True,False,25,6,34,1166
72,101,4,False,True,False,1,3,9,3.1,2025-12-28,944,176,100,46,11,63,91,0.79,Family|Drama,150,1987,12,25|1|71,301,554,Animation|Western,4.5,1981,141,Germany,False,False,50,15,28,2384
37,131,8,False,True,False,3,4,16,5.0,2025-08-15,384,171,22,39,19,137,177,1.39,TV Movie,92,2012,9|57|51,45,345,419,Animation|Crime,9.4,1984,98,Korea,False,False,20,15,29,528
194,17,11,True,False,False,1,4,17,4.1,2025-01-28,1002,364,69,24,4,80,79,0.49,Drama|TV Movie|Crime,122,2022,24|7|55,16|25|24,19,342,Horror|Drama|TV Movie,5.5,2013,121,Germany,True,False,49,60,26,2354
3,154,4,False,False,False,1,4,9,1.7,2025-04-26,613,375,59,22,1,2,286,1.21,Animation|Crime|Music,128,1999,41|35,16,51,338,Science Fiction|Family,5.2,2012,189,USA,False,False,23,53,48,3862
161,63,0,True,False,False,2,1,4,2.1,2026-01-07,817,178,7,17,27,123,41,0.58,Fantasy|Horror|War,131,2002,19,74|21,497,86,Adventure,7.8,1992,136,Italy,True,False,37,72,3,2158
281,94,2,False,False,False,3,1,6,2.0,2026-03-17,616,345,66,70,3,6,60,1.0,Family|Adventure,113,1998,57,46,397,201,Action|History,4.0,2025,91,Korea,False,False,6,62,6,4858
467,20,9,False,False,False,1,5,15,2.8,2025-12-04,469,457,30,64,38,105,5,0.33,Adventure|Music|Documentary,140,1993,29,42|26|36,584,708,Thriller|TV Movie,6.1,2009,185,Korea,False,False,20,28,26,1709
74,177,5,False,True,False,0,1,7,2.6,2025-10-24,813,236,61,65,7,127,115,1.05,Mystery,117,2015,6,11|66,500,214,TV Movie|Science Fiction,6.7,1999,94,Iran,False,False,34,40,15,3109
449,66,5,True,False,False,0,0,6,2.0,2025-07-10,507,34,95,71,4,142,117,1.07,Science Fiction|Crime|Mystery,77,1999,20|26|51,16,468,528,Action|Documentary|Family,6.3,2011,106,Italy,False,False,15,56,38,4752
53,118,13,False,False,False,0,0,13,2.6,2025-09-30,682,108,68,67,15,33,77,1.3,TV Movie|History|Action,89,2017,16,52,279,254,Family,6.0,2024,148,USA,True,True,5,3,11,1023
36,43,1,True,False,False,1,4,7,2.1,2025-01-10,629,151,53,80,36,112,181,1.2,Horror|Family|Mystery,159,2010,17|57,42|22,74,858,Action|War|Horror,9.2,2001,112,Korea,False,False,35,62,5,4204
14,137,7,True,False,False,3,5,16,4.4,2025-04-20,98,319,74,64,19,83,90,1.27,TV Movie|Romance|Animation,147,2019,54|35|1,34,163,495,Drama|Fantasy,4.5,2013,185,Korea,True,False,60,42,47,162
180,60,8,False,False,False,2,4,14,3.0,2026-02-11,1044,106,10,70,23,43,143,0.94,Fantasy,129,1999,9|21,57|26,23,448,War,6.2,2020,166,Iran,True,False,3,70,4,3173
241,113,7,False,True,False,3,4,15,4.8,2025-06-16,772,96,43,62,26,39,67,0.88,Thriller|Documentary,105,2017,53|6|36,39,335,372,Science Fiction,5.0,1989,79,USA,False,False,46,77,39,3391
340,118,11,True,True,False,3,5,21,6.7,2025-03-12,1067,273,11,43,33,80,278,1.05,Documentary|Crime|Science Fiction,145,1998,26|10,46|76,100,432,History|Drama,5.5,2006,134,USA,False,False,15,65,39,1687
48,27,3,False,False,False,1,4,8,1.5,2025-01-20,226,291,100,4,5,59,262,0.97,Music,152,1994,27,44,512,142,Fantasy|Family|History,5.6,1996,184,Germany,False,False,6,58,29,1448
223,168,1,False,False,False,1,3,5,1.0,2025-09-22,508,298,8,14,30,46,85,0.87,Science Fiction|Horror|Comedy,144,2019,46|45|9,66|58|2,265,542,Music|Drama,7.1,2011,145,Canada,True,False,52,49,7,4988
205,136,13,False,False,False,0,5,18,3.1,2026-04-02,1017,453,44,33,7,21,264,0.55,Mystery|Documentary,145,2013,17|37|54,58|79,100,416,Comedy|TV Movie|Animation,8.5,1980,97,Canada,False,False,42,32,49,127
116,187,1,True,False,False,2,3,7,2.5,2025-01-11,604,188,18,24,5,150,51,0.44,Drama|TV Movie|Horror,131,2003,55|32,49|41,312,150,War,6.3,2005,178,Korea,False,False,29,5,32,1615
14,41,3,False,False,False,1,0,4,1.1,2025-01-01,77,327,11,50,30,73,156,0.45,Animation|Family|Horror,95,2018,33|49,38,18,442,Horror|War|Drama,8.0,2013,168,UK,False,False,50,18,50,2081
35,174,12,True,False,False,0,1,14,3.5,2026-05-08,919,34,16,42,12,139,122,1.02,Western|TV Movie|Science Fiction,145,1991,39,24|17|2,579,617,Western|Music,6.9,1990,185,India,True,False,40,14,18,3033
153,107,11,False,False,False,1,5,17,3.2,2025-01-10,684,282,92,12,6,80,70,0.47,Comedy|Family,132,2013,16|20,33,365,854,Animation|Crime|Music,8.6,1995,166,Iran,False,False,59,55,44,2198
356,37,6,True,True,False,1,4,13,4.6,2025-03-01,1015,249,7,67,12,93,141,0.21,Horror,82,2009,40,40|12|33,378,708,War|Drama,4.3,1992,144,Iran,True,False,45,48,6,1169
199,104,3,True,False,False,0,3,7,1.9,2026-05-22,512,364,117,72,2,74,292,1.3,War|Documentary,109,1999,26,52,6,754,Drama|Adventure,9.7,1991,121,Germany,False,False,56,49,36,1229
372,112,9,True,False,False,1,2,13,3.5,2026-03-11,136,60,62,36,39,92,116,0.83,Mystery|Science Fiction,142,2018,29|41|27,37|27,241,91,Documentary|Horror|Fantasy,6.8,2003,123,USA,False,True,40,29,44,3855
276,184,12,True,False,False,0,4,17,3.8,2025-04-18,112,402,115,18,20,4,252,1.14,Drama|Science Fiction,97,2025,21,24,17,443,Crime|Drama,7.9,1988,133,Germany,True,False,25,63,25,3850
280,122,2,True,False,False,2,4,9,2.8,2026-06-18,1039,353,82,61,12,129,33,1.21,Fantasy|Mystery|Music,132,2011,3|42|53,35,102,131,Romance|Action,4.9,2018,159,Iran,False,False,28,39,1,666
364,57,15,True,False,False,0,0,16,4.0,2025-01-25,378,484,71,61,32,57,100,0.39,Romance,153,2013,59|6|20,62|8,201,783,Crime,7.0,2018,177,UK,False,False,8,36,32,2806
276,110,5,False,True,False,1,5,12,3.5,2025-07-19,380,444,113,18,10,18,246,1.37,Music|Adventure|Science Fiction,112,2014,36|1|18,73|76,282,67,Mystery,5.5,2015,185,Germany,False,False,24,31,10,3451
55,140,12,False,False,True,3,5,21,5.6,2025-04-13,548,244,114,48,8,34,86,0.3,Animation|Comedy,164,2021,9|27,45|25,210,27,Science Fiction|Western,8.5,2019,186,India,False,False,48,43,23,3471
428,125,4,False,False,False,3,5,12,2.8,2025-05-08,1152,394,42,40,4,110,272,1.01,Adventure|Action,78,2020,35|18,56|38,533,710,Family,6.1,2008,169,Iran,True,False,19,8,21,4412
275,101,15,True,True,False,2,1,20,6.6,2025-04-28,1086,68,56,31,7,64,116,0.26,Documentary,76,2010,5|36|14,78|16,137,257,Science Fiction|Comedy|Family,8.4,1993,146,Germany,False,False,17,6,49,265
353,200,4,True,True,False,2,0,8,4.3,2025-09-30,1179,49,12,31,34,12,277,1.34,War|Animation|Family,130,2021,44|42,36,75,460,Documentary|Crime,7.9,2006,187,India,False,False,8,7,7,13
104,69,4,True,False,True,1,5,12,4.0,2025-02-11,923,263,8,33,11,109,203,0.5,Horror|Drama,103,2017,21|24,31|42|44,512,553,Western|Romance,5.4,1995,141,Iran,False,False,37,59,43,2142
107,192,4,False,False,True,3,2,10,3.7,2026-03-11,989,243,46,28,26,35,61,1.1,TV Movie,99,2006,48|5|4,76|8,158,301,Music|Romance,6.8,2020,175,USA,False,False,43,62,3,1520
432,9,2,True,False,False,2,2,7,2.6,2025-03-24,559,384,70,17,13,70,228,1.12,Family|Comedy|Fantasy,112,2013,19|13,58,62,440,War|Drama,9.7,2011,183,Iran,False,False,37,55,34,3733
400,57,4,False,False,False,1,2,7,1.5,2025-02-06,39,184,34,28,4,96,227,1.03,Fantasy,76,2001,10|11|56,33,53,881,Romance|Western|War,4.1,2005,107,USA,False,False,11,60,34,4547
99,198,13,False,False,True,1,0,15,4.3,2026-04-28,753,276,88,58,32,12,236,0.74,Science Fiction|Music,139,2000,14,12|19|76,505,523,Horror|Crime,7.4,1996,142,Italy,False,False,33,53,8,938
138,169,6,False,False,False,0,2,8,1.4,2025-03-22,824,427,84,23,20,92,283,0.27,Animation|TV Movie|Thriller,121,2023,31|59,20|71|69,472,786,Romance,4.2,1986,173,UK,True,False,14,46,36,1933
44,135,10,True,False,True,3,1,16,5.8,2025-02-12,65,298,68,51,15,50,39,1.31,Music|Family,127,1998,4|6,27,536,43,Mystery,4.6,2018,117,Germany,False,False,1,16,39,1482
143,137,9,False,False,False,1,1,11,2.4,2025-06-26,312,93,37,59,5,89,166,1.04,Animation|Horror,151,1995,56|24|19,75|46|79,540,451,Animation|Western|Romance,7.7,2018,178,USA,True,False,34,55,35,3251
157,186,2,False,False,False,1,4,7,1.3,2026-05-27,657,79,94,62,6,36,297,1.01,Fantasy,90,2003,34,64,296,392,Thriller,4.7,1999,113,France,False,False,2,78,4,278
116,156,1,False,False,False,0,5,6,0.7,2025-02-18,532,56,1,35,3,99,118,0.46,Science Fiction|Mystery,133,1997,4,79|14|52,302,392,Animation,5.8,2024,120,France,False,False,27,60,17,3209
419,166,7,True,False,False,2,1,11,3.5,2025-07-24,878,70,13,77,0,48,209,0.29,Horror|Fantasy,98,2017,17|8,17|56|29,171,661,Romance|Documentary|Family,6.8,2006,101,Korea,False,False,53,21,28,1680
407,33,11,False,False,False,1,2,14,2.9,2025-06-21,937,364,58,33,33,9,248,0.71,Adventure|Romance,110,2004,46|47,74|22|41,278,291,Horror|Animation|Science Fiction,9.8,1999,96,Korea,False,False,31,31,36,2109
129,138,15,False,True,True,2,4,23,7.1,2025-05-26,970,481,5,53,38,9,283,0.75,Drama,81,2024,10|59,45|66|7,160,842,Thriller,4.9,2024,159,Iran,False,False,60,17,34,4253
46,89,6,False,False,False,0,5,11,1.7,2026-06-20,17,136,31,79,13,136,281,1.02,Thriller,125,2022,31|22,39,311,432,Drama|Adventure,6.9,1991,81,Canada,False,True,49,24,35,1291
246,118,14,False,False,True,2,1,18,5.1,2025-11-13,915,369,117,49,39,53,13,0.55,Horror|Animation|Adventure,161,2008,57|46|14,71|40,530,440,Adventure,9.5,1999,92,India,True,False,42,67,40,419
298,147,11,False,False,False,2,1,14,3.3,2026-01-14,45,381,96,77,6,136,40,0.55,Thriller|Drama|Horror,75,1995,50|23,68,495,586,Horror,9.7,2008,103,USA,False,False,29,57,32,4588
225,88,3,True,False,True,0,2,7,3.0,2025-10-04,206,15,1,25,6,105,299,0.93,Crime|Animation,163,1998,12|13|35,52,375,87,Crime|Fantasy,5.2,2018,110,Japan,False,False,45,40,1,3491
493,77,9,True,True,False,2,1,14,5.4,2026-04-06,537,59,77,59,12,85,228,0.33,Documentary|Thriller|Music,96,2000,13,79,361,126,Comedy,9.7,2001,109,Germany,False,False,39,63,3,4301
433,159,14,True,False,False,2,0,17,4.8,2025-01-10,779,60,34,27,20,97,126,1.21,War,89,2000,41,15,129,342,Thriller,9.7,1998,162,Germany,False,False,7,39,6,3360
258,135,6,False,False,False,2,3,11,2.5,2025-10-06,179,149,44,58,18,122,123,0.61,Science Fiction|Thriller|Horror,133,2009,50|5,29|39,278,512,Western|War,6.6,1992,85,UK,False,False,29,48,16,515
465,172,9,False,True,False,3,2,15,5.0,2026-05-25,202,113,9,32,13,148,210,0.88,Animation|Crime,137,1995,43|59|30,78|30|5,457,684,Adventure|Fantasy,6.6,2009,167,USA,False,False,20,16,17,1023
171,154,15,True,False,True,0,5,22,5.7,2026-01-01,508,41,110,70,23,123,37,0.91,Horror|Animation,121,2002,51|56,69|42,565,587,Fantasy|Drama,7.6,2004,95,UK,False,False,2,66,37,4003
23,129,8,False,False,False,2,1,11,2.7,2025-11-02,1149,354,15,29,36,85,55,1.28,Fantasy,132,2013,33,61|30,9,535,Mystery|Documentary,6.2,1994,153,Japan,False,False,6,31,19,342
327,180,2,False,False,False,0,1,3,0.5,2026-03-20,531,44,16,41,17,30,266,0.91,Action|Thriller,84,2010,36|31,61|26|77,492,653,Mystery|Horror|Comedy,6.6,1993,146,India,False,False,9,47,10,3773
232,24,9,False,True,False,3,2,15,5.0,2026-04-14,461,447,108,56,29,17,184,1.16,Science Fiction|Documentary|Family,70,2010,53,74|72|11,186,18,Drama|Thriller|Documentary,7.4,1993,179,India,False,False,15,22,22,4123
71,35,15,False,False,False,0,5,20,3.5,2025-03-10,289,460,81,33,16,105,159,0.32,Comedy|Mystery,118,2024,43|18|22,40|65|27,35,489,Animation|Drama,7.4,1987,163,Korea,False,False,49,17,10,4181
218,25,15,True,False,False,1,4,21,4.9,2025-03-15,902,66,104,30,39,100,22,1.29,Thriller,145,1993,28,20|17,289,75,Music|Mystery,9.3,1992,140,Iran,False,True,28,9,1,3126
308,38,5,True,False,False,1,3,10,2.8,2025-07-31,458,402,71,28,15,16,75,0.57,TV Movie|Mystery,133,2016,50|13|53,74|69,571,606,Action,7.9,2012,113,France,False,False,24,16,24,4993
86,172,12,False,False,False,1,1,14,3.0,2025-03-07,346,150,72,46,17,49,84,0.9,Drama,89,2006,27,40,290,228,Action|Music|Animation,9.2,2012,150,India,False,False,29,62,34,1810
29,74,9,True,False,False,3,2,15,4.5,2026-03-21,504,268,22,67,11,58,86,0.7,Adventure|War|Mystery,120,1997,6|23|11,63|13|57,457,423,History|Romance,9.6,1990,178,USA,False,False,45,49,4,4629
26,13,8,True,False,False,2,2,13,3.8,2025-09-19,975,323,52,19,26,34,186,0.74,TV Movie|Romance|Comedy,151,2009,36|10|37,72|79,575,815,Western,9.2,1989,144,UK,True,False,7,63,41,3256
281,97,4,False,False,False,2,4,10,2.2,2025-01-21,322,92,117,54,14,71,242,1.25,Comedy|Animation,154,1999,16|6,64|57|56,189,843,Action|Comedy,9.3,1994,121,Canada,False,False,8,59,2,4417
286,2,15,True,False,True,3,2,22,6.9,2025-10-18,809,429,72,40,30,84,188,0.58,Mystery,159,2012,26|17,9|42|46,473,16,Animation|Adventure|Science Fiction,8.8,2015,171,Korea,False,True,18,27,34,4530
304,85,2,False,False,False,0,0,2,0.4,2026-02-14,421,349,102,80,36,76,134,1.05,Crime,153,1995,32,67|34|12,353,89,Mystery|Romance|Comedy,8.4,2011,182,India,False,False,55,11,43,1690
95,28,13,False,True,False,3,5,22,6.1,2026-05-20,778,139,6,24,38,59,74,0.76,Science Fiction,159,2025,51|5,19|13,265,337,Science Fiction|Thriller,4.4,2013,150,Iran,False,False,3,69,26,1466
229,8,1,False,False,False,1,0,2,0.7,2025-01-12,107,53,101,69,33,144,140,0.75,Science Fiction|War,120,1995,33,4|68|14,423,245,Adventure|Documentary,4.0,2006,91,Germany,False,False,28,7,17,2248
429,196,0,False,False,False,3,2,5,1.7,2026-04-07,128,226,14,71,23,24,193,0.81,Romance|Documentary|Adventure,109,1998,29|33|51,41,548,97,Animation|Action,7.1,2015,98,Iran,False,False,24,58,23,3472
368,136,1,False,False,False,2,2,5,1.4,2025-02-18,525,276,61,27,17,2,161,1.21,Animation|Science Fiction,148,2018,30|22,27|76|34,417,205,Drama|Animation,6.1,1980,180,Germany,False,False,57,66,4,1082
43,101,4,True,False,False,1,4,10,2.7,2026-04-12,381,384,85,56,39,96,204,1.13,Animation|Action,76,1989,33,34,283,634,Adventure,7.8,2020,104,UK,False,False,45,63,2,4372
313,102,0,True,True,False,2,0,4,3.5,2026-01-03,313,281,37,39,21,73,31,0.66,TV Movie|Science Fiction|Romance,139,2023,38|56,8|28|19,230,719,History|War|Comedy,7.4,1980,77,USA,True,False,42,73,47,3181
472,11,6,False,False,False,1,1,8,1.8,2025-09-11,874,394,41,75,20,80,86,0.48,Documentary|Romance,161,2001,29,58|10|41,471,712,Western|Family|TV Movie,8.0,1992,183,Germany,False,False,9,16,30,4135
158,144,5,False,True,False,0,2,8,2.7,2026-04-06,639,244,49,76,15,36,168,1.09,Mystery,76,2003,50|40,18,365,691,Crime,7.1,1994,149,USA,False,False,1,20,22,1931
478,193,11,True,False,False,2,3,17,4.5,2025-04-11,301,138,38,74,30,123,276,0.8,Romance,135,2007,21|55,2|46,141,532,Family|Action,5.7,1998,106,Korea,True,False,49,47,11,1297
402,188,1,True,False,True,2,1,6,3.5,2025-09-10,210,338,114,68,23,75,124,1.15,Documentary|Romance|Western,111,2021,51|22,25|69|43,195,91,Music|Science Fiction,8.0,2019,117,Canada,False,False,2,23,50,2326
92,195,9,True,False,True,2,1,14,5.1,2025-02-19,651,380,34,67,32,1,114,1.27,Comedy,132,2020,55|29|36,39|10,364,840,Adventure|Music|Mystery,7.2,1988,146,Iran,False,False,31,33,35,2724
73,41,5,False,False,False,2,2,9,2.2,2025-09-04,1161,92,39,62,11,5,272,0.31,TV Movie,116,2007,24,73|29|76,322,177,Western|Mystery,5.1,1994,132,Korea,True,False,44,14,12,895
104,114,7,False,False,True,3,3,14,4.4,2025-09-25,1016,225,111,22,40,43,22,0.41,Fantasy|History,86,2000,40|39|15,35|57|43,557,278,Science Fiction,5.6,1988,157,Canada,False,False,56,3,25,1042
285,160,0,False,True,False,0,2,3,1.7,2025-12-12,736,81,110,27,3,66,180,1.01,Fantasy,90,2004,37|28,62,103,39,Western|Mystery|Fantasy,8.6,1990,107,Italy,False,False,35,69,44,610
447,38,2,True,False,False,3,2,8,3.1,2026-03-15,554,63,112,9,5,115,69,0.45,Romance|Mystery,72,1999,1|37|2,31,107,507,Thriller,9.7,1985,142,USA,False,False,52,10,15,2173
362,38,14,False,True,False,0,1,16,4.4,2026-06-14,1010,404,80,14,30,20,262,0.58,Mystery,161,2015,18,68|9|47,243,189,Comedy,4.2,2010,161,France,False,False,57,46,33,1605
263,129,2,False,True,False,0,1,4,2.0,2025-04-26,846,391,75,38,2,64,292,1.37,Romance,112,1986,45|54|33,1,216,101,War,6.4,2018,82,Italy,False,False,59,50,28,2803
491,87,1,False,False,False,2,2,5,1.4,2025-12-11,403,269,113,11,3,9,136,0.38,Music|Mystery|Horror,140,2008,58,61,501,830,TV Movie,5.9,1996,177,India,False,False,15,1,10,1583
140,198,9,True,False,False,1,3,14,3.6,2026-02-16,866,92,85,13,26,121,273,0.58,Horror|Science Fiction,123,1985,33|31,79|15|58,402,219,Action|Crime|Mystery,5.6,2012,91,UK,False,False,24,69,50,309
422,150,12,True,False,False,2,4,19,4.8,2026-03-15,475,52,68,67,31,29,271,1.29,Thriller|Western|Documentary,94,2007,38,3|73,384,519,Adventure|Horror,9.0,1981,117,India,False,False,30,75,42,857
22,150,4,True,True,False,1,4,11,4.2,2025-04-29,738,281,88,65,17,145,31,1.13,Western|Comedy|Adventure,102,1991,50|7|55,77,481,624,Documentary|Drama|Mystery,9.4,2000,146,Korea,False,False,46,38,2,4758
18,143,6,False,False,False,1,3,10,2.0,2025-01-11,1041,95,68,56,11,51,274,0.87,Horror|Mystery,123,2008,44|34,18|8,137,711,Mystery|Drama|Western,8.4,2001,141,USA,True,False,17,71,43,4909
482,107,2,False,False,False,2,0,4,1.4,2025-12-22,238,47,55,25,39,51,52,0.88,Family,76,2017,33|40,62,509,453,Adventure|History|Documentary,6.0,2021,90,Italy,False,False,4,31,2,3422
420,165,11,False,False,False,3,2,16,3.9,2025-04-27,640,170,13,67,31,55,202,0.64,Thriller|Music,106,2000,22|38,2,162,732,Family,5.7,2015,94,USA,True,False,13,65,16,1485
336,154,1,True,False,False,2,1,5,2.3,2025-09-20,252,59,56,30,28,18,236,0.85,Thriller|TV Movie,113,2020,42|12,42|61|35,204,216,Comedy,6.4,2008,143,Italy,False,True,22,25,47,3495
278,150,0,False,False,False,1,4,5,0.9,2025-02-08,12,244,44,6,19,60,114,0.32,Western|War|Thriller,170,2015,18,17|69,73,338,Family|Drama|Mystery,6.9,2024,103,USA,True,False,47,53,48,66
369,64,13,True,False,False,0,5,19,4.1,2025-12-18,1001,350,54,30,4,29,290,1.13,Documentary|Comedy|Thriller,101,1990,27|3|33,60|39|47,252,354,Thriller,9.7,2008,145,Iran,False,False,35,37,49,3735
177,12,14,False,False,False,3,4,21,4.7,2025-08-11,657,482,44,65,35,10,172,0.46,Horror,112,2016,39|31,40|70|63,406,616,Adventure|History,5.1,1982,95,Korea,False,False,34,79,4,1408
16,38,7,False,False,True,1,2,11,3.3,2025-09-23,231,444,65,61,36,137,247,0.81,Crime|Thriller|Mystery,141,2012,50|44,33,593,81,Western|Mystery,7.2,2024,183,USA,True,False,37,72,36,2677
77,93,3,True,True,True,2,5,13,5.8,2025-07-09,869,147,2,40,4,124,170,0.82,Animation,148,1991,31|24|38,19|14,293,402,Adventure,7.5,2001,155,Italy,True,False,29,61,27,3446
492,43,9,False,True,False,0,1,11,3.4,2025-06-06,702,406,99,68,23,114,78,1.06,Thriller,110,2024,7|10,44,485,544,Music|Adventure,7.7,2013,125,Germany,True,False,35,59,49,2793
297,45,0,False,False,False,3,5,8,2.0,2025-03-15,934,246,119,49,28,112,251,0.3,Horror|Family,74,1986,8|41,64|69,292,314,Music|Animation,7.8,2021,136,USA,False,False,47,66,32,1831
442,182,7,False,True,False,2,1,11,4.0,2025-02-14,234,123,116,8,15,71,283,0.77,Documentary|Crime,133,2002,58|39|53,42,153,309,Comedy|History|Family,7.4,1997,77,UK,True,False,36,67,1,3709
217,60,9,True,False,True,1,3,15,4.8,2026-04-06,1030,205,22,70,10,81,14,0.96,History|Crime|Fantasy,163,1989,23|12,73|76|75,90,261,Action,8.5,1997,158,USA,False,False,46,70,27,4844
411,97,9,False,False,True,3,2,15,4.7,2025-04-23,517,16,106,24,20,69,134,0.23,Action|Western,113,1998,23,76|61|38,554,815,TV Movie|Animation,4.9,1980,128,Italy,False,False,14,48,30,3714
133,22,7,False,False,False,1,5,13,2.4,2025-07-10,911,31,66,80,15,74,181,0.77,Action,127,1991,4,42,153,689,Mystery|Horror|Science Fiction,7.9,2015,132,France,False,False,20,10,29,1279
227,140,0,False,False,False,3,2,5,1.7,2025-10-07,792,205,104,48,9,112,52,0.45,History,76,1991,53,24|51|45,256,457,Family,9.2,2008,143,India,True,False,58,47,12,1982
313,169,7,True,False,False,2,4,14,3.8,2025-07-08,86,267,48,59,20,8,60,0.93,History,108,1998,28|24|45,15|42|29,165,509,Drama|Horror,6.5,2013,119,UK,False,False,14,62,50,441
496,57,8,False,False,True,0,5,14,3.3,2025-09-20,454,494,118,52,24,18,38,0.43,Thriller|War|Fantasy,115,2016,43|44,4|22,469,846,War|Action,8.5,1983,84,UK,True,False,22,4,24,1406
80,26,10,False,False,False,0,4,14,2.4,2025-01-12,897,299,8,5,32,122,252,0.91,Adventure|War|TV Movie,108,2006,16|18,31|57,176,757,Family|Adventure|War,7.3,1982,128,France,False,False,41,14,28,425
411,23,4,True,False,False,1,5,11,2.8,2026-04-30,1134,463,85,23,29,113,37,1.21,Action|Animation,160,2020,11,41|12,160,84,War,5.2,1983,139,France,False,False,14,37,28,1185
54,124,5,False,False,False,0,5,10,1.5,2025-10-13,347,190,78,12,18,67,245,0.49,Family,97,2010,58|3,55|21,534,19,Western|Music|Romance,4.1,1988,184,Korea,False,False,36,38,32,3636
310,138,3,True,True,False,3,4,12,5.0,2026-02-28,1107,251,86,63,34,30,61,0.72,Adventure|Crime|History,139,1997,33|59|37,49|43,201,660,TV Movie|Mystery,5.2,2008,96,Germany,False,False,50,46,30,1779
39,58,3,False,False,False,0,1,4,0.7,2025-09-13,1144,199,96,7,28,145,80,1.18,History|Mystery,164,1993,11,42,281,309,Family|Mystery,9.1,1992,171,Italy,False,False,37,14,39,3956
413,74,12,False,False,False,0,1,13,2.5,2025-04-05,644,394,89,79,35,66,138,0.91,Western|Fantasy,138,2004,7|58,52|64|48,401,587,History|Thriller|Music,7.7,1999,158,Germany,False,False,2,77,33,4130
151,16,1,False,False,True,3,5,10,3.4,2025-07-26,441,343,92,45,24,41,218,1.35,Adventure|War,115,2021,21|6,77|47,470,142,Documentary|War|Comedy,6.2,1982,169,India,False,False,21,18,25,3672
255,100,2,False,False,False,0,4,6,0.8,2026-04-12,451,67,38,70,5,39,135,1.15,Music|Romance|Adventure,111,1986,10|54|3,44|9,327,464,Action,5.0,2021,161,UK,False,False,50,4,23,1763
167,188,12,True,True,False,1,4,19,5.8,2026-03-17,90,190,82,27,24,39,176,0.7,Music|History,136,1991,54|57|4,14,495,51,War|Crime,7.9,1986,136,Iran,False,False,54,76,38,3558
247,167,1,False,False,False,2,0,3,1.2,2025-03-13,358,320,57,21,22,139,279,0.77,Crime,153,1996,31|23|17,67,599,28,Music,6.3,1999,83,Germany,False,False,20,27,3,2686
446,189,1,True,False,False,3,1,6,2.8,2025-02-15,45,291,50,41,30,139,237,0.89,Fantasy,82,2005,17|9,74|34|27,156,78,Romance|Western,9.2,2014,93,Italy,True,False,4,62,16,1967
248,85,14,False,False,False,2,3,19,4.1,2025-11-11,1161,309,0,7,37,122,131,0.91,Science Fiction,114,2013,10|32|57,65,387,378,Animation,6.2,2002,82,Korea,False,False,54,35,35,2386
413,119,12,False,False,False,0,3,15,2.7,2025-04-02,835,82,30,7,11,71,261,1.37,Thriller|Animation|Drama,158,1996,9,64|19|46,496,345,Documentary,6.4,1991,115,India,False,False,21,23,46,1149
395,93,6,True,False,True,3,4,15,5.3,2025-04-09,613,183,106,7,35,91,135,0.95,Crime,107,2020,28|36,8,116,348,Family|Comedy,5.6,2009,134,USA,False,False,33,76,11,123
47,23,9,False,False,False,2,1,12,2.9,2025-02-23,252,258,108,76,37,43,28,0.75,Music,132,2015,10|40|31,25|29,225,820,Horror|Romance|Music,6.6,1989,150,Korea,False,False,10,66,35,2137
257,158,10,True,False,False,1,1,13,3.6,2025-09-26,1022,378,23,54,37,122,25,0.77,Documentary|Science Fiction|Action,139,2016,14,25|69|11,390,622,Music|Adventure,6.6,1994,163,Germany,False,False,23,45,36,4980
177,38,3,False,False,False,3,5,11,2.6,2025-05-23,1065,295,58,43,14,63,206,0.87,Adventure|Animation,76,1995,26|44,76|68|22,454,709,Western|Science Fiction,8.5,1998,130,Germany,False,False,26,26,9,3828
184,11,14,True,False,True,2,2,20,6.2,2025-07-18,537,478,70,35,0,53,202,1.16,Horror|Western|History,109,2001,37|54,69,498,7,Documentary|Mystery|Thriller,7.3,2013,90,Japan,False,False,35,41,36,4382
